Account_Number,Credit_Score,Eligibility
10792470153,320,True
10848898504,310,True
10725784412,210,False
10828130187,270,True
10435690404,280,True
10629786010,270,True
10918676841,270,True
10297664048,290,True
10201916787,290,True
10078445876,250,True
10708900855,220,False
10293553854,300,True
10529112722,250,True
10118250394,300,True
10695966817,280,True
10964194273,280,True
10837569028,200,False
10840341664,210,False
10431959463,320,True
10102511504,280,True
10193510667,280,True
10885093308,220,False
10403636045,260,True
10338113283,260,True
10785882652,230,False
10266910189,260,True
10005357664,320,True
10309995109,320,True
10659616067,240,False
10459027196,260,True
10480718879,300,True
10150163731,260,True
10283607160,270,True
10380819166,230,False
10494582754,280,True
10155268893,270,True
10601837508,240,False
10520094319,300,True
10334938547,280,True
10584317157,290,True
10347725120,220,False
10381268509,300,True
10080794427,230,False
10449415046,270,True
10899334490,220,False
10994296282,270,True
10234931164,330,True
10563885620,300,True
10954413783,230,False
10943827762,280,True
10674268634,290,True
10902302086,290,True
10076784815,260,True
10123275352,220,False
10133262781,260,True
10446755140,210,False
10567687353,250,True
10124172197,220,False
10361894448,280,True
10544036480,220,False
10561954220,270,True
10764273695,310,True
10749286438,200,False
10598844372,290,True
10195973764,270,True
10557663064,310,True
10818818773,210,False
10140435147,240,False
10241533291,260,True
10706202628,280,True
10396224990,210,False
10585327620,170,False
10043454005,230,False
10471805170,260,True
10402247237,280,True
10829804717,230,False
10742529629,230,False
10170989079,310,True
10312571398,220,False
10075821791,300,True
10812321003,240,False
10669629598,300,True
10499590011,300,True
10427509711,260,True
10304540353,280,True
10850996279,320,True
10464033351,200,False
10965352394,300,True
10926925485,260,True
10743653079,280,True
10676447965,240,False
10627076866,250,True
10713148039,220,False
10473955415,200,False
10875281422,200,False
10876498723,270,True
10109416361,240,False
10800368891,220,False
10833009674,290,True
10150238155,290,True
10577611766,210,False
10576680545,270,True
10921686612,220,False
10268953009,200,False
10630594366,280,True
10470061284,230,False
10016354169,280,True
10640551137,220,False
10587332333,300,True
10537099277,220,False
10245628022,290,True
10303857720,290,True
10415351249,320,True
10231994295,220,False
10112134511,270,True
10752901766,250,True
10271644079,260,True
10843132941,310,True
10663405842,280,True
10920292759,290,True
10723488650,230,False
10052723684,280,True
10664638332,230,False
10375340315,220,False
10410201334,260,True
10749068235,240,False
10466775898,270,True
10619340932,220,False
10997738076,270,True
10567776015,270,True
10408284489,250,True
10267493408,260,True
10923168943,260,True
10729158339,270,True
10592388648,250,True
10386290610,250,True
10676837219,280,True
10599840368,270,True
10725928737,300,True
10285340855,300,True
10262026115,220,False
10477169585,280,True
10606636500,270,True
10626487634,250,True
10851593169,210,False
10671468358,230,False
10790547890,220,False
10762111112,270,True
10421168971,280,True
10989033228,270,True
10265729609,220,False
10410948986,300,True
10397182390,310,True
10783590331,270,True
10488402867,300,True
10363584303,210,False
10518778363,270,True
10172448982,290,True
10416726091,280,True
10746674255,310,True
10426153676,300,True
10177030513,200,False
10690288551,270,True
10101699756,300,True
10327551247,240,False
10442168671,280,True
10116839755,310,True
10400698001,230,False
10421735174,300,True
10629902745,280,True
10324924839,280,True
10325598292,300,True
10912475050,310,True
10374310333,300,True
10349627754,270,True
10761207174,270,True
10600011346,200,False
10509766841,300,True
10053572522,270,True
10848761596,240,False
10480911923,280,True
10619513283,240,False
10832952994,270,True
10390117016,260,True
10133234092,290,True
10276673518,230,False
10635334938,250,True
10885420975,300,True
10487317095,260,True
10915058742,230,False
10483427632,270,True
10274193240,220,False
10422353701,300,True
10183956763,250,True
10275090841,250,True
10831525529,250,True
10053282857,260,True
10623960418,240,False
10755213530,210,False
10021572775,210,False
10288111686,210,False
10822089161,240,False
10893933097,250,True
10492900865,260,True
10673225972,270,True
10411802671,260,True
10758454435,230,False
10245632204,200,False
10279917667,310,True
10017047408,210,False
10560588388,300,True
10789937252,260,True
10270283403,300,True
10896318515,270,True
10713953436,270,True
10254670626,260,True
10677775272,260,True
10380404440,210,False
10319365764,230,False
10643719442,260,True
10002876959,220,False
10987666657,300,True
10763106686,220,False
10691910202,300,True
10399058919,290,True
10021742820,220,False
10243398318,250,True
10732122611,260,True
10868137645,240,False
10672618795,280,True
10243758085,260,True
10394633798,270,True
10121580850,230,False
10681734216,290,True
10716151907,260,True
10676544727,270,True
10832166742,220,False
10742666841,220,False
10163542002,250,True
10819223967,260,True
10805798038,310,True
10990206744,280,True
10453196393,270,True
10068730519,240,False
10056074661,280,True
10098343215,230,False
10277641499,240,False
10769620832,240,False
10120434573,280,True
10633962486,270,True
10425691933,230,False
10477302431,220,False
10151811987,300,True
10405198049,230,False
10542307307,200,False
10590798369,230,False
10088018186,220,False
10237604566,200,False
10361676553,250,True
10661994364,230,False
10341784424,230,False
10363071549,330,True
10458569901,270,True
10281693979,300,True
10379847408,200,False
10277675029,230,False
10942113211,310,True
10338463830,320,True
10700720896,310,True
10638306201,300,True
10731314904,310,True
10612001954,210,False
10807639245,300,True
10381332871,270,True
10418137614,210,False
10813084444,320,True
10583990598,270,True
10272953362,300,True
10186333086,240,False
10592048821,240,False
10611561232,260,True
10626378646,320,True
10257042526,200,False
10240222641,300,True
10808842802,260,True
10352068246,210,False
10331852542,230,False
10547074624,280,True
10196973255,220,False
10772122536,190,False
10844758138,220,False
10285871113,280,True
10233752576,290,True
10269060248,290,True
10886985815,280,True
10529829603,220,False
10977659066,300,True
10422983263,320,True
10623785309,260,True
10477194099,230,False
10789789975,280,True
10238926272,240,False
10268951376,230,False
10411343272,310,True
10907795434,320,True
10276667343,260,True
10019889363,260,True
10200224074,260,True
10273747688,270,True
10509733262,260,True
10513145823,240,False
10009758536,270,True
10344708772,250,True
10273273706,280,True
10909079229,200,False
10846807604,210,False
10416053520,260,True
10875503456,300,True
10724743259,200,False
10884113060,270,True
10292867019,290,True
10984607493,300,True
10170530635,190,False
10971125690,210,False
10945099871,220,False
10767845014,220,False
10674158892,200,False
10817384275,260,True
10293828863,240,False
10527612397,280,True
10798424824,250,True
10460327563,300,True
10232050777,270,True
10087667674,260,True
10571231152,260,True
10429687171,300,True
10437889778,230,False
10167368107,300,True
10013987449,270,True
10963091811,300,True
10621609141,260,True
10587710012,260,True
10690145231,250,True
10166054041,290,True
10045737612,300,True
10658132913,190,False
10998207569,290,True
10178634038,290,True
10318675441,270,True
10200951074,320,True
10194090326,280,True
10619769770,290,True
10277135178,310,True
10967165220,250,True
10407597171,290,True
10403587223,250,True
10528999528,260,True
10204667635,260,True
10136452976,230,False
10970506685,260,True
10383321701,220,False
10726158661,300,True
10454414177,230,False
10522551744,200,False
10203971899,240,False
10561315235,290,True
10273389724,320,True
10776582272,300,True
10971888035,240,False
10679317033,230,False
10826569146,280,True
10378421395,300,True
10136398593,240,False
10409818970,310,True
10636526810,230,False
10913756222,220,False
10511908998,300,True
10194076404,290,True
10609110633,240,False
10720439044,220,False
10030941294,250,True
10125309045,200,False
10215407876,300,True
10249317359,290,True
10374261179,230,False
10119122226,300,True
10915020853,220,False
10759170018,280,True
10583999833,270,True
10242018498,230,False
10556588311,270,True
10642277043,220,False
10657310333,270,True
10802103078,280,True
10484223153,220,False
10843191774,220,False
10186249660,240,False
10922547139,230,False
10396469307,230,False
10894281536,160,False
10547901991,260,True
10630284840,270,True
10255601770,180,False
10938405180,220,False
10419180483,270,True
10552798123,270,True
10757661991,210,False
10992531425,200,False
10910495559,220,False
10566896516,230,False
10476018864,300,True
10082522199,300,True
10799134815,230,False
10129177236,270,True
10238195196,280,True
10433362704,290,True
10404445893,250,True
10449184775,290,True
10358313187,280,True
10149481845,300,True
10753717833,250,True
10330544988,250,True
10330486840,290,True
10100149913,260,True
10433720953,270,True
10443042510,300,True
10255162293,300,True
10448992877,230,False
10437921985,300,True
10995273546,280,True
10840881176,300,True
10595823205,270,True
10456002353,230,False
10702259250,260,True
10747772148,310,True
10313286473,290,True
10965270868,300,True
10984547069,230,False
10381548671,240,False
10242823253,260,True
10289647078,250,True
10010537314,260,True
10400511206,260,True
10016180666,260,True
10257831234,320,True
10017575218,250,True
10329967411,270,True
10143451807,220,False
10077038147,290,True
10682596144,250,True
10250652801,240,False
10087830078,230,False
10223159036,230,False
10106945609,280,True
10702502457,300,True
10531309522,300,True
10386431846,280,True
10094037788,250,True
10024692946,260,True
10572496998,300,True
10850357319,280,True
10203248598,250,True
10037135786,260,True
10116152668,310,True
10565326062,280,True
10372876366,280,True
10472561601,300,True
10788610049,270,True
10461219162,230,False
10395857237,290,True
10814611744,280,True
10957641554,310,True
10406506771,300,True
10892973626,330,True
10012906931,300,True
10160766640,260,True
10630451772,300,True
10800658836,290,True
10544040093,240,False
10398163804,250,True
10925495829,290,True
10284344656,270,True
10515798513,270,True
10548176613,270,True
10437232383,320,True
10493926387,230,False
10594778599,250,True
10942320487,270,True
10422182487,260,True
10778125495,300,True
10666362387,230,False
10713948345,190,False
10168395898,250,True
10190375284,300,True
10949396299,260,True
10556324135,260,True
10873622812,250,True
10582204249,230,False
10304762075,260,True
10172604932,280,True
10784092048,320,True
10930788492,320,True
10228757771,290,True
10751637137,220,False
10349039891,230,False
10571895586,250,True
10889364276,250,True
10888968202,250,True
10647638074,240,False
10016249958,200,False
10668919967,220,False
10489511036,220,False
10253904068,220,False
10204717694,310,True
10590327118,270,True
10465561126,280,True
10068564489,290,True
10151817550,270,True
10861744971,300,True
10150319650,260,True
10509867854,220,False
10010438944,220,False
10254211127,230,False
10658909079,240,False
10426654819,260,True
10193213266,210,False
10901460400,260,True
10496384552,170,False
10655920856,200,False
10482227199,220,False
10077580749,250,True
10108148022,300,True
10661235993,250,True
10140392368,260,True
10314255986,220,False
10543335453,280,True
10195446125,250,True
10444234670,280,True
10410062939,260,True
10091750591,290,True
10934651494,280,True
10755310849,270,True
10970821410,280,True
10263156561,250,True
10285696402,270,True
10459659535,270,True
10969373269,270,True
10959820956,250,True
10366775217,300,True
10983916716,280,True
10654428529,270,True
10268840897,290,True
10210977229,210,False
10240738883,310,True
10284965414,250,True
10870099659,310,True
10911626952,230,False
10195744843,220,False
10963779162,280,True
10824531082,260,True
10674391996,230,False
10776581999,280,True
10585750323,230,False
10991991390,300,True
10931852932,300,True
10324062758,260,True
10586446349,290,True
10003538323,280,True
10237884085,300,True
10311969371,280,True
10240277888,280,True
10720749804,280,True
10174982559,220,False
10705166363,260,True
10237167332,310,True
10188589012,310,True
10540013387,280,True
10404987832,290,True
10716227317,270,True
10913357510,260,True
10788217515,210,False
10707522285,210,False
10878026007,230,False
10758864605,250,True
10632869466,290,True
10657107371,290,True
10653172434,300,True
10142591805,300,True
10327746045,300,True
10787293824,220,False
10115303567,290,True
10050082209,290,True
10282933033,220,False
10639250159,220,False
10143069824,220,False
10949648935,230,False
10766229517,250,True
10046949486,260,True
10267030929,310,True
10877475670,270,True
10790560327,270,True
10821591599,270,True
10246746030,240,False
10873272571,220,False
10070501017,290,True
10184480861,260,True
10972701150,200,False
10998577851,290,True
10600533673,280,True
10439710585,210,False
10283337917,240,False
10407605056,320,True
10716854299,320,True
10988512333,290,True
10225433190,290,True
10564259240,330,True
10820531577,270,True
10104979627,230,False
10826619035,320,True
10261855101,240,False
10434563107,310,True
10090151678,290,True
10676059231,300,True
10478209591,310,True
10333547371,230,False
10928091612,280,True
10599156328,250,True
10542918377,250,True
10890979503,210,False
10746594318,220,False
10473789889,290,True
10769592851,290,True
10220433924,240,False
10692353724,220,False
10666425419,300,True
10907968694,260,True
10236552345,250,True
10836242454,260,True
10340500475,220,False
10314535203,300,True
10006383225,300,True
10352253954,240,False
10810183869,220,False
10693367263,280,True
10119260610,270,True
10674899158,220,False
10253672622,200,False
10322637402,230,False
10212000926,270,True
10783360881,260,True
10872961403,320,True
10005255876,320,True
10991576859,280,True
10810508408,290,True
10168336996,270,True
10414308511,260,True
10236816592,300,True
10373825390,170,False
10285460150,240,False
10857849821,230,False
10537184356,260,True
10771377501,270,True
10875613348,260,True
10343615656,240,False
10436362821,250,True
10586644382,210,False
10901150001,230,False
10962964881,230,False
10583283766,210,False
10053496453,260,True
10040980722,240,False
10929330923,280,True
10632300845,290,True
10660418053,280,True
10729036366,240,False
10487909802,260,True
10501394155,310,True
10509993040,280,True
10057639605,280,True
10680384706,250,True
10972694619,300,True
10513727769,220,False
10318514451,280,True
10884368351,250,True
10082794818,250,True
10880421958,240,False
10630847945,230,False
10700292956,310,True
10609294678,280,True
10044351306,260,True
10710411275,220,False
10133666542,280,True
10438094380,300,True
10261003682,280,True
10551497103,280,True
10977808252,260,True
10888231599,260,True
10633039543,290,True
10158131483,310,True
10440230207,200,False
10896868700,240,False
10807083751,300,True
10166285501,280,True
10962055675,230,False
10801886148,310,True
10166893795,290,True
10616736490,230,False
10355464620,290,True
10683450748,240,False
10467931261,250,True
10691178055,320,True
10197820100,290,True
10745866089,280,True
10251127899,280,True
10270583164,260,True
10240358452,270,True
10499315725,210,False
10116132608,240,False
10442426120,290,True
10854564309,220,False
10976412378,300,True
10638667728,240,False
10131222228,290,True
10683849257,310,True
10802047984,310,True
10221765881,260,True
10861127164,250,True
10600248195,260,True
10113752764,220,False
10600340207,300,True
10624980682,260,True
10012292407,250,True
10411320357,290,True
10457303573,220,False
10366087126,230,False
10288965571,270,True
10130388475,200,False
10310017747,260,True
10005222744,200,False
10779393738,310,True
10079752327,250,True
10508429968,290,True
10260903684,270,True
10993909677,230,False
10088256575,210,False
10564985445,250,True
10624740734,250,True
10995726269,220,False
10503680927,290,True
10783904905,210,False
10726425413,230,False
10673280394,300,True
10477067349,270,True
10011231123,290,True
10417008959,270,True
10923822286,230,False
10854978683,300,True
10180406807,290,True
10762273957,220,False
10874922064,210,False
10471488280,220,False
10549877045,260,True
10709922330,230,False
10639722204,240,False
10216501739,310,True
10230516867,220,False
10623058483,310,True
10518933068,220,False
10600612806,290,True
10415666531,250,True
10141916169,250,True
10299710495,250,True
10837490706,320,True
10492336700,220,False
10884467850,210,False
10596456268,290,True
10789375053,280,True
10814149512,220,False
10569494440,310,True
10046142093,290,True
10224004844,300,True
10978656590,230,False
10740699875,260,True
10624624034,260,True
10436175536,260,True
10122398869,270,True
10234123020,240,False
10597566901,230,False
10581743641,240,False
10229906676,260,True
10074587857,350,True
10388994921,260,True
10672757806,240,False
10149553985,230,False
10264333767,250,True
10353203031,210,False
10626458125,220,False
10252286144,190,False
10050141694,270,True
10805493864,300,True
10506621047,300,True
10552883794,300,True
10528382172,310,True
10048736532,320,True
10750874161,270,True
10946179002,280,True
10008311401,280,True
10647656028,280,True
10883070137,270,True
10067956347,220,False
10267302396,280,True
10329391613,270,True
10496571611,250,True
10084860048,260,True
10584497637,280,True
10867339178,310,True
10479537860,220,False
10931067171,310,True
10181741880,220,False
10742356157,200,False
10696658881,250,True
10457430159,230,False
10369700494,280,True
10261594450,290,True
10853165161,270,True
10223127736,300,True
10811405061,280,True
10981945656,230,False
10491948604,270,True
10369279784,300,True
10349503714,220,False
10587871923,280,True
10214661515,210,False
10140201476,240,False
10278406064,250,True
10083781709,210,False
10463511833,240,False
10842193932,300,True
10369093398,290,True
10907700242,270,True
10577706752,290,True
10899793555,270,True
10443075656,250,True
10932598452,250,True
10040871824,250,True
10776243794,250,True
10825906058,290,True
10275865688,290,True
10164286717,250,True
10553801134,280,True
10459576034,310,True
10790032336,260,True
10224897004,240,False
10113702627,260,True
10161487849,290,True
10475475051,290,True
10179737078,230,False
10240985171,300,True
10611880855,240,False
10809530864,300,True
10529299920,250,True
10552933544,280,True
10124047441,190,False
10953907922,200,False
10932956038,200,False
10211304538,290,True
10807917927,220,False
10225143103,280,True
10849208310,250,True
10409412290,300,True
10148846686,290,True
10314860466,290,True
10901232206,230,False
10858048011,300,True
10129036782,200,False
10748200963,300,True
10999664756,230,False
10587035030,270,True
10177515981,230,False
10787444157,280,True
10356910670,310,True
10778351394,260,True
10292360518,240,False
10092995814,290,True
10777229581,290,True
10812617039,270,True
10219187493,300,True
10213268106,230,False
10521110731,290,True
10960103279,300,True
10768790485,310,True
10673861088,230,False
10744967131,310,True
10897107994,220,False
10828577942,200,False
10185366645,230,False
10319662228,280,True
10527990896,310,True
10818797548,230,False
10447675267,290,True
10549514890,250,True
10599426810,210,False
10328196549,250,True
10826581407,280,True
10315238971,250,True
10032386982,220,False
10545459110,310,True
10245740047,290,True
10746415578,290,True
10352084044,260,True
10310189075,270,True
10921347858,290,True
10435015640,210,False
10611358078,230,False
10941389765,230,False
10477070950,260,True
10241416834,240,False
10092317462,260,True
10642332560,260,True
10290745164,270,True
10021052415,210,False
10990705100,270,True
10194064247,250,True
10952225307,260,True
10743994528,250,True
10244179060,280,True
10432426172,280,True
10970098017,270,True
10252383332,260,True
10447041526,260,True
10800965849,230,False
10273427865,290,True
10951838053,300,True
10114297145,250,True
10036286223,290,True
10067915552,220,False
10607913526,260,True
10698575909,280,True
10700064660,220,False
10300022157,280,True
10640370985,290,True
10648412660,290,True
10198755570,230,False
10472803022,270,True
10795345687,260,True
10910112089,280,True
10703792318,260,True
10781077815,280,True
10427376547,250,True
10377467729,280,True
10580362413,270,True
10521202201,230,False
10491118068,290,True
10535872756,290,True
10889373040,200,False
10898473687,290,True
10736157428,280,True
10690428587,280,True
10084620593,300,True
10521146355,220,False
10391714476,230,False
10933632895,310,True
10944073277,240,False
10995565752,250,True
10258205944,240,False
10783013966,240,False
10250902988,250,True
10531453119,310,True
10942891865,300,True
10737522233,290,True
10673006594,290,True
10949914806,300,True
10631459699,270,True
10467106025,230,False
10569538096,200,False
10169125791,290,True
10684167217,280,True
10422758956,270,True
10220629120,280,True
10499102472,280,True
10010661605,270,True
10686963319,300,True
10921573468,250,True
10978535405,280,True
10852948312,310,True
10301039645,310,True
10920934068,230,False
10144826677,220,False
10256614052,300,True
10661322430,280,True
10953864421,210,False
10263424481,270,True
10197500771,270,True
10525217453,220,False
10817010374,230,False
10897371748,310,True
10094698503,320,True
10361805752,260,True
10585863146,260,True
10929602233,240,False
10584783598,230,False
10167105835,280,True
10582381196,270,True
10327033390,250,True
10376307608,230,False
10348275545,230,False
10296926681,300,True
10022785555,300,True
10288358727,230,False
10519128347,280,True
10186117723,280,True
10963683616,270,True
10000453354,240,False
10981580587,280,True
10001907208,230,False
10647055329,260,True
10162047326,240,False
10378299195,240,False
10557738365,200,False
10760505262,250,True
10587978914,230,False
10553968376,260,True
10039924932,230,False
10229160295,300,True
10223079851,290,True
10670020112,210,False
10006160087,250,True
10497894923,230,False
10556400799,200,False
10565451754,310,True
10477940971,200,False
10489739593,310,True
10437556075,270,True
10331354965,270,True
10206200317,280,True
10169084786,220,False
10289636862,260,True
10039218247,290,True
10827135616,250,True
10147456770,230,False
10227761523,290,True
10502951026,290,True
10176880655,290,True
10540254879,300,True
10774872899,260,True
10679082308,200,False
10623102550,290,True
10100134280,310,True
10454870595,260,True
10531332569,250,True
10286155223,280,True
10708145536,250,True
10119509020,240,False
10330205718,230,False
10665053060,300,True
10550460949,260,True
10083251755,260,True
10645325497,300,True
10271755760,290,True
10006029019,290,True
10419562704,290,True
10579695287,220,False
10062685578,300,True
10060371676,200,False
10806134316,280,True
10398579098,300,True
10722609987,280,True
10224770243,280,True
10884335436,330,True
10230562773,250,True
10075130785,250,True
10828266106,290,True
10399065280,220,False
10132328635,270,True
10097859307,260,True
10877315541,260,True
10528435967,290,True
10343635957,280,True
10756332244,320,True
10386115948,280,True
10433801925,260,True
10108331897,280,True
10223498709,240,False
10244088507,260,True
10970017360,290,True
10414812642,250,True
10262781791,250,True
10143693240,220,False
10241173431,300,True
10003797543,260,True
10931185126,310,True
10572711774,280,True
10562820835,230,False
10360694285,270,True
10076877536,270,True
10254945540,310,True
10058894696,280,True
10632338783,270,True
10675617045,270,True
10781513700,310,True
10691848345,240,False
10022852921,190,False
10613602153,310,True
10001881542,220,False
10579997714,280,True
10341163224,230,False
10130073695,230,False
10148600131,290,True
10763492270,250,True
10846040732,280,True
10565817716,220,False
10202965072,220,False
10157040034,300,True
10870996598,230,False
10415271177,230,False
10092900924,230,False
10673829366,220,False
10387713319,320,True
10899004589,270,True
10470872004,260,True
10995269728,270,True
10824556172,190,False
10485689158,300,True
10345902345,270,True
10695052520,200,False
10409717323,230,False
10518125153,300,True
10886862465,300,True
10570703095,300,True
10317074109,220,False
10943026357,240,False
10232002402,250,True
10697063517,260,True
10527795475,230,False
10984351624,260,True
10531186093,260,True
10958793488,260,True
10150203288,260,True
10460463726,260,True
10879844537,300,True
10889002284,300,True
10796128552,290,True
10922519763,240,False
10373862991,270,True
10646984446,270,True
10977886881,230,False
10460911169,230,False
10519478613,270,True
10437836920,260,True
10123730653,210,False
10720715606,210,False
10835584160,250,True
10907505961,260,True
10177064485,260,True
10773556827,290,True
10227513798,270,True
10660531339,230,False
10811177778,220,False
10225586100,280,True
10198683172,280,True
10530734863,210,False
10307142225,290,True
10623372246,290,True
10881969002,220,False
10854911236,250,True
10815163777,250,True
10312399976,280,True
10911933098,310,True
10599814262,280,True
10505484320,220,False
10758821231,270,True
10718526235,270,True
10279188020,270,True
10542400194,320,True
10746136899,300,True
10901403460,280,True
10135229854,280,True
10447472400,230,False
10513794071,250,True
10387188364,230,False
10547963277,260,True
10419604853,260,True
10525507079,270,True
10125742044,290,True
10360910320,300,True
10332527378,250,True
10478188362,250,True
10097229067,220,False
10353034184,270,True
10766072100,300,True
10067782388,320,True
10527123453,270,True
10119079759,270,True
10220539520,270,True
10662133487,250,True
10993244031,290,True
10979348849,300,True
10753447945,300,True
10683798481,240,False
10154456747,220,False
10774168539,280,True
10681990417,300,True
10489459708,270,True
10932262651,250,True
10549544988,300,True
10843880044,310,True
10629448167,310,True
10396892843,230,False
10102025833,260,True
10435247486,250,True
10227192213,300,True
10770563168,220,False
10791644822,240,False
10568611703,280,True
10877761855,280,True
10219430845,250,True
10178579933,290,True
10581799696,220,False
10900348864,250,True
10365171186,280,True
10467384006,320,True
10421579526,230,False
10050962949,220,False
10858543623,270,True
10626979665,240,False
10967024509,280,True
10912396091,250,True
10891233001,250,True
10344590666,270,True
10364461717,270,True
10025073922,200,False
10427009170,270,True
10655253781,250,True
10757595795,280,True
10327475362,220,False
10556132575,260,True
10342782555,230,False
10194476179,270,True
10197169750,230,False
10037750764,300,True
10319970497,250,True
10617607961,230,False
10212150179,210,False
10974015729,220,False
10823604305,280,True
10695238908,270,True
10770722441,300,True
10128471131,230,False
10817167352,210,False
10374304420,280,True
10847533525,240,False
10850468576,230,False
10905383048,270,True
10054535738,280,True
10001859897,200,False
10758089234,230,False
10257072054,260,True
10830264270,240,False
10502876171,320,True
10956121771,260,True
10288867526,280,True
10145633239,300,True
10192047362,270,True
10856206183,240,False
10174064490,210,False
10159794719,210,False
10815315218,280,True
10682018883,250,True
10508127912,280,True
10782485622,260,True
10923091410,250,True
10323580559,260,True
10136108951,230,False
10954538654,260,True
10585463610,270,True
10145244302,260,True
10244807143,250,True
10329668745,260,True
10679358743,270,True
10428990565,310,True
10071153100,330,True
10712944849,240,False
10781011832,260,True
10310585249,290,True
10795874311,210,False
10287504083,250,True
10464784354,300,True
10144856272,310,True
10710105938,220,False
10664262401,250,True
10058129523,290,True
10071633737,270,True
10127908265,260,True
10788514016,270,True
10872445185,290,True
10926591557,300,True
10400736300,260,True
10601665631,220,False
10184258717,230,False
10319986783,280,True
10318673931,220,False
10449327869,250,True
10725045597,300,True
10502846169,310,True
10632128228,220,False
10598974543,260,True
10424860532,280,True
10841160941,220,False
10506094142,200,False
10095706913,200,False
10644572187,260,True
10010091913,250,True
10042916324,290,True
10396181050,280,True
10292509524,280,True
10090845301,280,True
10583720260,270,True
10740149504,270,True
10171524640,260,True
10450978875,270,True
10472349191,280,True
10154855369,240,False
10761257658,240,False
10633017172,270,True
10503996970,250,True
10034401632,240,False
10654513636,250,True
10410282499,310,True
10219163148,210,False
10636746845,200,False
10226946024,220,False
10495639998,290,True
10405767163,260,True
10200791347,270,True
10192230124,300,True
10222306433,290,True
10659941194,290,True
10360958242,250,True
10701008299,230,False
10578461130,270,True
10559312147,310,True
10272660736,300,True
10495436990,310,True
10677101145,300,True
10709202994,270,True
10487833339,310,True
10306589549,230,False
10812768440,230,False
10904830911,300,True
10061205018,240,False
10147561174,300,True
10038170768,290,True
10095019667,220,False
10103229171,290,True
10363130031,220,False
10156665687,330,True
10942968339,280,True
10975450758,230,False
10916886787,250,True
10505313220,240,False
10182908970,290,True
