Account_Number,Credit_Score,Eligibility,Final_Decision
10477169585,280,True,Accept
10606636500,270,True,Accept
10626487634,250,False,Accept
10851593169,210,False,Accept
10671468358,230,False,Accept
10790547890,220,False,Accept
10762111112,270,True,Accept
10421168971,280,True,Accept
10989033228,270,True,Accept
10265729609,220,False,Accept
10410948986,300,True,Accept
10397182390,310,True,Accept
10783590331,270,True,Accept
10488402867,300,True,Accept
10363584303,210,False,Accept
10518778363,270,True,Accept
10172448982,290,True,Accept
10416726091,280,True,Accept
10746674255,310,True,Accept
10426153676,300,True,Accept
10177030513,200,False,Accept
10690288551,270,True,Accept
10101699756,300,True,Accept
10327551247,240,False,Accept
10442168671,280,True,Accept
10116839755,310,True,Accept
10400698001,230,False,Accept
10421735174,300,True,Accept
10629902745,280,True,Accept
10324924839,280,True,Accept
10325598292,300,True,Accept
10912475050,310,True,Accept
10374310333,300,True,Accept
10349627754,270,True,Accept
10761207174,270,True,Accept
10600011346,200,False,Accept
10509766841,300,True,Accept
10053572522,270,True,Accept
10848761596,240,False,Accept
10480911923,280,True,Accept
10619513283,240,False,Accept
10832952994,270,True,Accept
10390117016,260,False,Accept
10133234092,290,True,Accept
10276673518,230,False,Accept
10635334938,250,False,Accept
10885420975,300,True,Accept
10487317095,260,False,Accept
10915058742,230,False,Accept
10483427632,270,True,Decline
10274193240,220,False,Accept
10422353701,300,True,Accept
10183956763,250,False,Decline
10275090841,250,False,Accept
10831525529,250,False,Accept
10053282857,260,False,Accept
10623960418,240,False,Accept
10755213530,210,False,Accept
10021572775,210,False,Accept
10288111686,210,False,Accept
10822089161,240,False,Accept
10893933097,250,False,Accept
10492900865,260,False,Accept
10673225972,270,True,Accept
10411802671,260,False,Accept
10758454435,230,False,Accept
10245632204,200,False,Accept
10279917667,310,True,Accept
10017047408,210,False,Accept
10560588388,300,True,Accept
10789937252,260,False,Decline
10270283403,300,True,Decline
10896318515,270,True,Accept
10713953436,270,True,Accept
10254670626,260,False,Accept
10677775272,260,False,Accept
10380404440,210,False,Accept
10319365764,230,False,Accept
10643719442,260,False,Accept
10002876959,220,False,Accept
10987666657,300,True,Accept
10763106686,220,False,Decline
10691910202,300,True,Accept
10399058919,290,True,Accept
10021742820,220,False,Accept
10243398318,250,False,Accept
10732122611,260,False,Accept
10868137645,240,False,Accept
10672618795,280,True,Accept
10243758085,260,False,Accept
10394633798,270,True,Accept
10121580850,230,False,Accept
10681734216,290,True,Accept
10716151907,260,False,Accept
10676544727,270,True,Accept
10832166742,220,False,Decline
10742666841,220,False,Accept
10163542002,250,False,Accept
10819223967,260,False,Accept
10805798038,310,True,Accept
10990206744,280,True,Accept
10453196393,270,True,Accept
10068730519,240,False,Accept
10056074661,280,True,Accept
10098343215,230,False,Accept
10277641499,240,False,Accept
10769620832,240,False,Accept
10120434573,280,True,Accept
10633962486,270,True,Accept
10425691933,230,False,Accept
10477302431,220,False,Decline
10151811987,300,True,Accept
10405198049,230,False,Accept
10542307307,200,False,Accept
10590798369,230,False,Accept
10088018186,220,False,Decline
10237604566,200,False,Decline
10361676553,250,False,Accept
10661994364,230,False,Accept
10341784424,230,False,Accept
10363071549,330,True,Accept
10458569901,270,True,Accept
10281693979,300,True,Accept
10379847408,200,False,Accept
10277675029,230,False,Accept
10942113211,310,True,Accept
10338463830,320,True,Accept
10700720896,310,True,Accept
10638306201,300,True,Accept
10731314904,310,True,Accept
10612001954,210,False,Accept
10807639245,300,True,Accept
10381332871,270,True,Accept
10418137614,210,False,Accept
10813084444,320,True,Accept
10583990598,270,True,Accept
10272953362,300,True,Accept
10186333086,240,False,Accept
10592048821,240,False,Accept
10611561232,260,False,Accept
10626378646,320,True,Accept
10257042526,200,False,Accept
10240222641,300,True,Accept
10808842802,260,False,Accept
10352068246,210,False,Accept
10331852542,230,False,Decline
10547074624,280,True,Accept
10196973255,220,False,Accept
10772122536,190,False,Accept
10844758138,220,False,Accept
10285871113,280,True,Accept
10233752576,290,True,Accept
10269060248,290,True,Accept
10886985815,280,True,Accept
10529829603,220,False,Decline
10977659066,300,True,Accept
10422983263,320,True,Accept
10623785309,260,False,Accept
10477194099,230,False,Accept
10789789975,280,True,Accept
10238926272,240,False,Decline
10268951376,230,False,Accept
10411343272,310,True,Accept
10907795434,320,True,Accept
10276667343,260,False,Accept
10019889363,260,False,Accept
10200224074,260,False,Accept
10273747688,270,True,Accept
10509733262,260,False,Accept
10513145823,240,False,Accept
10009758536,270,True,Accept
10344708772,250,False,Accept
10273273706,280,True,Accept
10909079229,200,False,Accept
10846807604,210,False,Accept
10416053520,260,False,Accept
10875503456,300,True,Accept
10724743259,200,False,Accept
10884113060,270,True,Accept
10292867019,290,True,Accept
10984607493,300,True,Accept
10170530635,190,False,Accept
10971125690,210,False,Accept
10945099871,220,False,Accept
10767845014,220,False,Decline
10674158892,200,False,Accept
10817384275,260,False,Accept
10293828863,240,False,Accept
10527612397,280,True,Accept
10798424824,250,False,Accept
10460327563,300,True,Accept
10232050777,270,True,Accept
10087667674,260,False,Accept
10571231152,260,False,Accept
10429687171,300,True,Accept
10437889778,230,False,Accept
10167368107,300,True,Accept
10013987449,270,True,Accept
10963091811,300,True,Accept
10621609141,260,False,Accept
10587710012,260,False,Accept
10690145231,250,False,Accept
10166054041,290,True,Accept
10045737612,300,True,Accept
10658132913,190,False,Accept
10998207569,290,True,Accept
10178634038,290,True,Accept
10318675441,270,True,Accept
10200951074,320,True,Accept
10194090326,280,True,Accept
10619769770,290,True,Accept
10277135178,310,True,Accept
10967165220,250,False,Accept
10407597171,290,True,Accept
10403587223,250,False,Accept
10528999528,260,False,Accept
10204667635,260,False,Accept
10136452976,230,False,Accept
10970506685,260,False,Accept
10383321701,220,False,Accept
10726158661,300,True,Accept
10454414177,230,False,Accept
10522551744,200,False,Decline
10203971899,240,False,Accept
10561315235,290,True,Accept
10273389724,320,True,Accept
10776582272,300,True,Accept
10971888035,240,False,Accept
10679317033,230,False,Decline
10826569146,280,True,Accept
10378421395,300,True,Accept
10136398593,240,False,Accept
10409818970,310,True,Accept
10636526810,230,False,Decline
10913756222,220,False,Accept
10511908998,300,True,Accept
10194076404,290,True,Accept
10609110633,240,False,Decline
10720439044,220,False,Accept
10030941294,250,False,Accept
10125309045,200,False,Decline
10215407876,300,True,Accept
10249317359,290,True,Accept
10374261179,230,False,Accept
10119122226,300,True,Accept
10915020853,220,False,Accept
10759170018,280,True,Accept
10583999833,270,True,Accept
10242018498,230,False,Accept
10556588311,270,True,Accept
10642277043,220,False,Accept
10657310333,270,True,Accept
10802103078,280,True,Accept
10484223153,220,False,Accept
10843191774,220,False,Accept
10186249660,240,False,Decline
10922547139,230,False,Accept
10396469307,230,False,Decline
10894281536,160,False,Decline
10547901991,260,False,Accept
10630284840,270,True,Accept
10255601770,180,False,Accept
10938405180,220,False,Accept
10419180483,270,True,Accept
10552798123,270,True,Accept
10757661991,210,False,Accept
10992531425,200,False,Decline
10910495559,220,False,Accept
10566896516,230,False,Accept
10476018864,300,True,Accept
10082522199,300,True,Accept
10799134815,230,False,Accept
10129177236,270,True,Accept
10238195196,280,True,Accept
10433362704,290,True,Accept
10404445893,250,False,Accept
10449184775,290,True,Accept
10358313187,280,True,Accept
10149481845,300,True,Accept
10753717833,250,False,Accept
10330544988,250,False,Accept
10330486840,290,True,Accept
10100149913,260,False,Accept
10433720953,270,True,Accept
10443042510,300,True,Accept
10255162293,300,True,Accept
10448992877,230,False,Accept
10437921985,300,True,Accept
10995273546,280,True,Accept
10840881176,300,True,Accept
10595823205,270,True,Accept
10456002353,230,False,Accept
10702259250,260,False,Accept
10747772148,310,True,Accept
10313286473,290,True,Accept
10965270868,300,True,Accept
10984547069,230,False,Accept
10381548671,240,False,Decline
10242823253,260,False,Accept
10289647078,250,False,Decline
10010537314,260,False,Decline
10400511206,260,False,Accept
10016180666,260,False,Accept
10257831234,320,True,Accept
10017575218,250,False,Accept
10329967411,270,True,Accept
10143451807,220,False,Accept
10077038147,290,True,Accept
10682596144,250,False,Accept
10250652801,240,False,Accept
10087830078,230,False,Accept
10223159036,230,False,Accept
10106945609,280,True,Accept
10702502457,300,True,Accept
10531309522,300,True,Accept
10386431846,280,True,Accept
10094037788,250,False,Accept
10024692946,260,False,Accept
10572496998,300,True,Accept
10850357319,280,True,Accept
10203248598,250,False,Accept
10037135786,260,False,Accept
10116152668,310,True,Accept
10565326062,280,True,Accept
10372876366,280,True,Accept
10472561601,300,True,Accept
10788610049,270,True,Accept
10461219162,230,False,Accept
10395857237,290,True,Accept
10814611744,280,True,Accept
10957641554,310,True,Accept
10406506771,300,True,Accept
10892973626,330,True,Accept
10012906931,300,True,Accept
10160766640,260,False,Accept
10630451772,300,True,Accept
10800658836,290,True,Accept
10544040093,240,False,Decline
10398163804,250,False,Accept
10925495829,290,True,Accept
10284344656,270,True,Accept
10515798513,270,True,Accept
10548176613,270,True,Accept
10437232383,320,True,Accept
10493926387,230,False,Accept
10594778599,250,False,Decline
10942320487,270,True,Accept
10422182487,260,False,Accept
10778125495,300,True,Accept
10666362387,230,False,Accept
10713948345,190,False,Accept
10168395898,250,False,Accept
10190375284,300,True,Accept
10949396299,260,False,Accept
10556324135,260,False,Accept
10873622812,250,False,Accept
10582204249,230,False,Accept
10304762075,260,False,Accept
10172604932,280,True,Accept
10784092048,320,True,Accept
10930788492,320,True,Accept
10228757771,290,True,Accept
10751637137,220,False,Accept
10349039891,230,False,Accept
10571895586,250,False,Accept
10889364276,250,False,Accept
10888968202,250,False,Accept
10647638074,240,False,Accept
10016249958,200,False,Accept
10668919967,220,False,Accept
10489511036,220,False,Decline
10253904068,220,False,Decline
10204717694,310,True,Accept
10590327118,270,True,Accept
10465561126,280,True,Accept
10068564489,290,True,Accept
10151817550,270,True,Decline
10861744971,300,True,Accept
10150319650,260,False,Accept
10509867854,220,False,Accept
10010438944,220,False,Accept
10254211127,230,False,Accept
10658909079,240,False,Accept
10426654819,260,False,Accept
10193213266,210,False,Accept
10901460400,260,False,Accept
10496384552,170,False,Accept
10655920856,200,False,Accept
10482227199,220,False,Decline
10077580749,250,False,Accept
10108148022,300,True,Accept
10661235993,250,False,Accept
10140392368,260,False,Accept
10314255986,220,False,Decline
10543335453,280,True,Accept
10195446125,250,False,Accept
10444234670,280,True,Accept
10410062939,260,False,Accept
10091750591,290,True,Accept
10934651494,280,True,Accept
10755310849,270,True,Accept
10970821410,280,True,Accept
10263156561,250,False,Accept
10285696402,270,True,Accept
10459659535,270,True,Accept
10969373269,270,True,Accept
10959820956,250,False,Accept
10366775217,300,True,Accept
10983916716,280,True,Accept
10654428529,270,True,Accept
10268840897,290,True,Accept
10210977229,210,False,Accept
10240738883,310,True,Accept
10284965414,250,False,Accept
10870099659,310,True,Accept
10911626952,230,False,Accept
10195744843,220,False,Accept
10963779162,280,True,Accept
10824531082,260,False,Accept
10674391996,230,False,Accept
10776581999,280,True,Accept
10585750323,230,False,Accept
10991991390,300,True,Accept
10931852932,300,True,Accept
10324062758,260,False,Accept
10586446349,290,True,Accept
10003538323,280,True,Accept
10237884085,300,True,Accept
10311969371,280,True,Accept
10240277888,280,True,Accept
10720749804,280,True,Accept
10174982559,220,False,Accept
10705166363,260,False,Accept
10237167332,310,True,Accept
10188589012,310,True,Accept
10540013387,280,True,Accept
10404987832,290,True,Accept
10716227317,270,True,Accept
10913357510,260,False,Accept
10788217515,210,False,Accept
10707522285,210,False,Accept
10878026007,230,False,Accept
10758864605,250,False,Accept
10632869466,290,True,Accept
10657107371,290,True,Accept
10653172434,300,True,Accept
10142591805,300,True,Accept
10327746045,300,True,Accept
10787293824,220,False,Accept
10115303567,290,True,Accept
10050082209,290,True,Accept
10282933033,220,False,Accept
10639250159,220,False,Decline
10143069824,220,False,Accept
10949648935,230,False,Accept
10766229517,250,False,Accept
10046949486,260,False,Accept
10267030929,310,True,Accept
10877475670,270,True,Accept
10790560327,270,True,Accept
10821591599,270,True,Accept
10246746030,240,False,Accept
10873272571,220,False,Accept
10070501017,290,True,Accept
10184480861,260,False,Accept
10972701150,200,False,Accept
10998577851,290,True,Accept
10600533673,280,True,Accept
10439710585,210,False,Accept
10283337917,240,False,Accept
10407605056,320,True,Accept
10716854299,320,True,Accept
10988512333,290,True,Accept
10225433190,290,True,Accept
10564259240,330,True,Accept
10820531577,270,True,Accept
10104979627,230,False,Accept
10826619035,320,True,Accept
10261855101,240,False,Decline
10434563107,310,True,Accept
10090151678,290,True,Accept
10676059231,300,True,Accept
10478209591,310,True,Accept
10333547371,230,False,Decline
10928091612,280,True,Accept
10599156328,250,False,Accept
10542918377,250,False,Accept
10890979503,210,False,Accept
10746594318,220,False,Accept
10473789889,290,True,Accept
10769592851,290,True,Accept
10220433924,240,False,Accept
10692353724,220,False,Accept
10666425419,300,True,Accept
10907968694,260,False,Accept
10236552345,250,False,Accept
10836242454,260,False,Accept
10340500475,220,False,Accept
10314535203,300,True,Accept
10006383225,300,True,Accept
10352253954,240,False,Accept
10810183869,220,False,Accept
10693367263,280,True,Decline
10119260610,270,True,Accept
10674899158,220,False,Accept
10253672622,200,False,Accept
10322637402,230,False,Accept
10212000926,270,True,Accept
10783360881,260,False,Accept
10872961403,320,True,Accept
10005255876,320,True,Accept
10991576859,280,True,Accept
10810508408,290,True,Accept
10168336996,270,True,Accept
10414308511,260,False,Accept
10236816592,300,True,Accept
10373825390,170,False,Decline
10285460150,240,False,Accept
10857849821,230,False,Accept
10537184356,260,False,Decline
10771377501,270,True,Accept
10875613348,260,False,Accept
10343615656,240,False,Accept
10436362821,250,False,Accept
10586644382,210,False,Accept
10901150001,230,False,Decline
10962964881,230,False,Accept
10583283766,210,False,Accept
10053496453,260,False,Accept
10040980722,240,False,Accept
10929330923,280,True,Accept
10632300845,290,True,Accept
10660418053,280,True,Accept
10729036366,240,False,Accept
10487909802,260,False,Accept
10501394155,310,True,Accept
10509993040,280,True,Accept
10057639605,280,True,Accept
10680384706,250,False,Accept
10972694619,300,True,Accept
10513727769,220,False,Accept
10318514451,280,True,Accept
10884368351,250,False,Accept
10082794818,250,False,Decline
10880421958,240,False,Decline
10630847945,230,False,Accept
10700292956,310,True,Accept
10609294678,280,True,Accept
10044351306,260,False,Accept
10710411275,220,False,Accept
10133666542,280,True,Accept
10438094380,300,True,Accept
10261003682,280,True,Accept
10551497103,280,True,Accept
10977808252,260,False,Accept
10888231599,260,False,Accept
10633039543,290,True,Accept
10158131483,310,True,Accept
10440230207,200,False,Accept
10896868700,240,False,Accept
10807083751,300,True,Accept
10166285501,280,True,Accept
10962055675,230,False,Accept
10801886148,310,True,Accept
10166893795,290,True,Accept
10616736490,230,False,Accept
10355464620,290,True,Decline
10683450748,240,False,Accept
10467931261,250,False,Accept
10691178055,320,True,Accept
10197820100,290,True,Accept
10745866089,280,True,Accept
10251127899,280,True,Accept
10270583164,260,False,Decline
10240358452,270,True,Accept
10499315725,210,False,Accept
10116132608,240,False,Accept
10442426120,290,True,Accept
10854564309,220,False,Accept
10976412378,300,True,Accept
10638667728,240,False,Accept
10131222228,290,True,Accept
10683849257,310,True,Accept
10802047984,310,True,Accept
10221765881,260,False,Accept
10861127164,250,False,Accept
10600248195,260,False,Accept
10113752764,220,False,Accept
10600340207,300,True,Accept
10624980682,260,False,Accept
10012292407,250,False,Accept
10411320357,290,True,Accept
10457303573,220,False,Accept
10366087126,230,False,Accept
10288965571,270,True,Accept
10130388475,200,False,Accept
10310017747,260,False,Accept
10005222744,200,False,Decline
10779393738,310,True,Accept
10079752327,250,False,Accept
10508429968,290,True,Accept
10260903684,270,True,Accept
10993909677,230,False,Accept
10088256575,210,False,Accept
10564985445,250,False,Accept
10624740734,250,False,Accept
10995726269,220,False,Accept
10503680927,290,True,Accept
10783904905,210,False,Accept
10726425413,230,False,Decline
10673280394,300,True,Accept
10477067349,270,True,Accept
10011231123,290,True,Accept
10417008959,270,True,Accept
10923822286,230,False,Accept
10854978683,300,True,Accept
10180406807,290,True,Accept
10762273957,220,False,Accept
10874922064,210,False,Accept
10471488280,220,False,Accept
10549877045,260,False,Accept
10709922330,230,False,Accept
10639722204,240,False,Accept
10216501739,310,True,Accept
10230516867,220,False,Accept
10623058483,310,True,Accept
10518933068,220,False,Accept
10600612806,290,True,Accept
10415666531,250,False,Decline
10141916169,250,False,Accept
10299710495,250,False,Accept
10837490706,320,True,Accept
10492336700,220,False,Accept
10884467850,210,False,Accept
10596456268,290,True,Accept
10789375053,280,True,Accept
10814149512,220,False,Decline
10569494440,310,True,Accept
10046142093,290,True,Accept
10224004844,300,True,Accept
10978656590,230,False,Accept
10740699875,260,False,Accept
10624624034,260,False,Accept
10436175536,260,False,Accept
10122398869,270,True,Accept
10234123020,240,False,Accept
10597566901,230,False,Accept
10581743641,240,False,Accept
10229906676,260,False,Accept
10074587857,350,True,Accept
10388994921,260,False,Accept
10672757806,240,False,Accept
10149553985,230,False,Accept
10264333767,250,False,Accept
10353203031,210,False,Accept
10626458125,220,False,Accept
10252286144,190,False,Accept
10050141694,270,True,Accept
10805493864,300,True,Accept
10506621047,300,True,Decline
10552883794,300,True,Accept
10528382172,310,True,Accept
10048736532,320,True,Accept
10750874161,270,True,Accept
10946179002,280,True,Accept
10008311401,280,True,Accept
10647656028,280,True,Accept
10883070137,270,True,Accept
10067956347,220,False,Accept
10267302396,280,True,Accept
10329391613,270,True,Accept
10496571611,250,False,Accept
10084860048,260,False,Accept
10584497637,280,True,Accept
10867339178,310,True,Accept
10479537860,220,False,Accept
10931067171,310,True,Accept
10181741880,220,False,Accept
10742356157,200,False,Accept
10696658881,250,False,Accept
10457430159,230,False,Decline
10369700494,280,True,Accept
10261594450,290,True,Accept
10853165161,270,True,Decline
10223127736,300,True,Accept
10811405061,280,True,Accept
10981945656,230,False,Accept
10491948604,270,True,Accept
10369279784,300,True,Accept
10349503714,220,False,Accept
10587871923,280,True,Accept
10214661515,210,False,Accept
10140201476,240,False,Accept
10278406064,250,False,Accept
10083781709,210,False,Accept
10463511833,240,False,Accept
10842193932,300,True,Accept
10369093398,290,True,Accept
10907700242,270,True,Accept
10577706752,290,True,Accept
10899793555,270,True,Accept
10443075656,250,False,Accept
10932598452,250,False,Accept
10040871824,250,False,Accept
10776243794,250,False,Accept
10825906058,290,True,Accept
10275865688,290,True,Accept
10164286717,250,False,Accept
10553801134,280,True,Accept
10459576034,310,True,Accept
10790032336,260,False,Accept
10224897004,240,False,Accept
10113702627,260,False,Accept
10161487849,290,True,Accept
10475475051,290,True,Accept
10179737078,230,False,Accept
10240985171,300,True,Accept
10611880855,240,False,Accept
10809530864,300,True,Accept
10529299920,250,False,Accept
10552933544,280,True,Accept
10124047441,190,False,Accept
10953907922,200,False,Accept
10932956038,200,False,Decline
10211304538,290,True,Accept
10807917927,220,False,Accept
10225143103,280,True,Accept
10849208310,250,False,Accept
10409412290,300,True,Decline
10148846686,290,True,Accept
10314860466,290,True,Accept
10901232206,230,False,Decline
10858048011,300,True,Accept
10129036782,200,False,Accept
10748200963,300,True,Accept
10999664756,230,False,Accept
10587035030,270,True,Accept
10177515981,230,False,Accept
10787444157,280,True,Accept
10356910670,310,True,Accept
10778351394,260,False,Accept
